#心外#心外_pos#心外_nag
ZNF385D#5.6989794#0.50000983#0.0
ACTL6A#5.698964#0.49999198#0.0
RBM22#5.698964#0.49999198#0.0
LOC100131047#5.698964#0.49999198#0.0
C5orf66#5.698964#0.49999195#0.0
RAB6A#5.698964#0.49999198#0.0
PHYHIP#5.698964#0.49999195#0.0
HMHB1#5.698964#0.499992#0.0
TAC1#5.698964#0.499992#0.0
EIF5AL1#5.698964#0.499992#0.0
NUTM2A#5.698964#0.499992#0.0
H2AFY#5.698964#0.49999198#0.0
GUCA1A#5.698964#0.499992#0.0
FMC1#5.698964#0.49999198#0.0
PPCS#5.698964#0.49999198#0.0
BHLHA9#5.698964#0.49999207#0.0
HHLA3#5.698964#0.49999207#0.0
PPIH#5.698964#0.49999198#0.0
C6orf62#5.698964#0.49999198#0.0
USP17L3#5.698964#0.49999198#0.0
RERG#5.698964#0.49999198#0.0
ERAS#5.698964#0.49999198#0.0
SS18#5.698964#0.499992#0.0
FOSL2#5.698964#0.499992#0.0
ACTC1#5.698964#0.499992#0.0
LOC100130452#5.698964#0.49999204#0.0
ASB7#5.698964#0.49999204#0.0
PCYT1B#5.698964#0.49999198#0.0
TFF3#5.698964#0.49999204#0.0
SPDYE2B#5.698964#0.49999204#0.0
SPDYE2#5.698964#0.49999204#0.0
DESI2#5.698964#0.4999921#0.0
PFDN2#5.698964#0.49999195#0.0
GRB2#5.698964#0.499992#0.0
CXCR4#5.698964#0.499992#0.0
BAG5#5.698964#0.49999204#0.0
ERH#5.698964#0.49999207#0.0
PAQR3#5.698964#0.49999198#0.0
LOC101928436#5.698964#0.499992#0.0
HIST1H4H#5.698964#0.49999195#0.0
SCN4B#5.698964#0.499992#0.0
ARPC5L#5.698964#0.499992#0.0
NPY4R#5.698964#0.49999195#0.0
NKRF#5.698964#0.49999207#0.0
IGFL1#5.698964#0.49999195#0.0
KCNJ8#5.698964#0.49999204#0.0
HSFX4#5.698964#0.49999207#0.0
SDF2#5.698964#0.49999198#0.0
RNF7#5.698964#0.49999198#0.0
MRPS36#5.698964#0.49999195#0.0
FAM199X#5.698964#0.49999195#0.0
PPAT#5.698964#0.49999198#0.0
UBE2L5#5.698964#0.49999198#0.0
RPL36#5.698964#0.49999195#0.0
HSPB11#5.698964#0.49999204#0.0
HIST3H2A#5.698964#0.49999207#0.0
CDK2AP2#5.698964#0.49999207#0.0
DPM3#5.698964#0.499992#0.0
FGF19#5.698964#0.499992#0.0
SNRPA1#5.698964#0.499992#0.0
PAGE1#5.698964#0.499992#0.0
GPR101#5.698964#0.499992#0.0
SMIM10L2B#5.698964#0.49999195#0.0
MUC21#5.698964#0.49999195#0.0
GTF2H5#5.698964#0.499992#0.0
FAM24A#5.698964#0.499992#0.0
EXOSC1#5.698964#0.499992#0.0
DRG2#5.698964#0.499992#0.0
UBE2T#5.698964#0.499992#0.0
PTH#5.698964#0.4999921#0.0
PLEKHB2#5.698964#0.49999207#0.0
CTSG#5.698964#0.49999204#0.0
PITHD1#5.698964#0.499992#0.0
IZUMO1#5.698964#0.49999204#0.0
GNRH1#5.698964#0.49999198#0.0
CARNMT1#5.698964#0.49999198#0.0
CFC1#5.698964#0.49999198#0.0
CFC1B#5.698964#0.49999198#0.0
POMP#5.698964#0.49999198#0.0
SPIN1#5.698964#0.49999204#0.0
RTL8B#5.698964#0.49999204#0.0
KLHL23#5.698964#0.49999198#0.0
CA7#5.698964#0.49999207#0.0
DDA1#5.698964#0.49999198#0.0
SOX12#5.698964#0.49999207#0.0
ITGB3BP#5.698964#0.499992#0.0
PIK3CA#5.698964#0.49999198#0.0
CHRNA7#5.698964#0.49999198#0.0
PHOSPHO2-KLHL23#5.698964#0.49999198#0.0
ZAR1L#5.698964#0.49999204#0.0
TMEM45A#5.698964#0.49999195#0.0
SPACA4#5.698964#0.49999198#0.0
CRCP#5.698964#0.49999198#0.0
FAM219A#5.698964#0.49999195#0.0
HIST1H2BK#5.698964#0.49999195#0.0
MORN2#5.698964#0.49999198#0.0
RPS14#5.698964#0.49999198#0.0
TMEM101#5.698964#0.49999198#0.0
EGR3#5.698964#0.49999204#0.0
HMSD#5.698964#0.49999198#0.0
GJD2#5.698964#0.49999204#0.0
GNA13#5.698964#0.49999204#0.0
LOC104968399#5.698964#0.499992#0.0
CLDN34#5.698964#0.49999198#0.0
BLOC1S2#5.698964#0.49999195#0.0
MMP24OS#5.698964#0.49999195#0.0
HYPK#5.698964#0.499992#0.0
NLRP2B#5.698964#0.499992#0.0
RAB3A#5.698964#0.49999198#0.0
LSM5#5.698964#0.49999195#0.0
PARD6G#5.698964#0.49999198#0.0
PFDN4#5.698964#0.49999195#0.0
RHOB#5.698964#0.49999195#0.0
SKP1#5.698964#0.49999195#0.0
BOLA3#5.698964#0.49999195#0.0
C11orf96#5.698964#0.49999195#0.0
HAMP#5.698964#0.499992#0.0
TMEM115#5.698964#0.499992#0.0
SMCP#5.698964#0.49999204#0.0
C16orf72#5.698964#0.49999204#0.0
SPIN3#5.698964#0.49999195#0.0
C20orf202#5.698964#0.49999204#0.0
POTED#5.698964#0.49999204#0.0
FXYD7#5.698964#0.4999921#0.0
HIST1H2BL#5.698964#0.49999198#0.0
PHRF1#5.698964#0.49999198#0.0
CXorf56#5.698964#0.49999198#0.0
PSMA6#5.698964#0.49999198#0.0
WNT3A#5.698964#0.49999198#0.0
SMIM12#5.698964#0.49999198#0.0
CNIH4#5.698964#0.49999198#0.0
INSIG2#5.698964#0.49999198#0.0
PPP1R2C#5.698964#0.49999195#0.0
SHTN1#5.698964#0.49999198#0.0
ZFY#5.698964#0.49999195#0.0
MTRNR2L9#5.698964#0.49999198#0.0
ABRACL#5.698964#0.49999195#0.0
HIGD2A#5.698964#0.49999195#0.0
GPR85#5.698964#0.49999195#0.0
CXorf21#5.698964#0.49999195#0.0
GOLGA7#5.698964#0.49999207#0.0
CCL23#5.698964#0.49999195#0.0
GPR88#5.698964#0.49999198#0.0
TSPAN31#5.698964#0.499992#0.0
ARF4#5.698964#0.49999198#0.0
CLNS1A#5.698964#0.499992#0.0
CRKL#5.698964#0.49999204#0.0
MAFB#5.698964#0.49999207#0.0
MMD#5.698964#0.49999204#0.0
GREM2#5.698964#0.499992#0.0
RFLNA#5.698964#0.499992#0.0
GALP#5.698964#0.499992#0.0
FADS3#5.698964#0.499992#0.0
SNRNP27#5.698964#0.49999207#0.0
SPACA5B#5.698964#0.499992#0.0
SPACA5#5.698964#0.499992#0.0
PCNA#5.698964#0.499992#0.0
DEFB110#5.698964#0.499992#0.0
TENT5D#5.698964#0.49999195#0.0
TMEM159#5.698964#0.49999204#0.0
FOSB#5.698964#0.499992#0.0
SNAPC5#5.698964#0.49999195#0.0
TIMM8B#5.698964#0.49999204#0.0
FAM86B1#5.698964#0.499992#0.0
LOC105369438#5.698964#0.49999195#0.0
STK3#5.698964#0.49999195#0.0
RAB33A#5.698964#0.49999198#0.0
TSPEAR-AS1#5.698964#0.49999198#0.0
PON2#5.698964#0.49999204#0.0
C11orf52#5.698964#0.49999198#0.0
CPEB4#5.698964#0.49999198#0.0
ACTR1A#5.698964#0.49999195#0.0
VMAC#5.698964#0.49999195#0.0
SNURF#5.698964#0.49999207#0.0
KCNA1#5.698964#0.499992#0.0
MRPS21#5.698964#0.499992#0.0
F2R#5.698964#0.499992#0.0
INSYN1#5.698964#0.499992#0.0
ZSCAN4#5.698964#0.499992#0.0
RGS1#5.698964#0.49999195#0.0
CPLX3#5.698964#0.49999195#0.0
MFAP4#5.698964#0.49999195#0.0
WNT6#5.698964#0.49999204#0.0
EIF1AX#5.698964#0.49999195#0.0
CARD18#5.698964#0.49999198#0.0
APOLD1#5.698964#0.49999207#0.0
TXNRD3NB#5.698964#0.499992#0.0
CHIC2#5.698964#0.499992#0.0
NEUROG3#5.698964#0.49999198#0.0
UBE2E2#5.698964#0.49999204#0.0
HMGN3#5.698964#0.49999207#0.0
PRR7#5.698964#0.49999207#0.0
E2F6#5.698964#0.49999204#0.0
FAM110B#5.698964#0.499992#0.0
ZNF664-RFLNA#5.698964#0.499992#0.0
UCMA#5.698964#0.49999204#0.0
BANF2#5.698964#0.49999204#0.0
DEFB109B#5.698964#0.499992#0.0
PIP4P2#5.6989636#0.4999919#0.0
GNG2#5.6989636#0.4999919#0.0
SPATA9#5.6989636#0.49999192#0.0
CDKN2D#5.6989636#0.49999192#0.0
BRS3#5.6989636#0.49999192#0.0
CACYBP#5.6989636#0.4999919#0.0
TGFB2#5.6989636#0.4999919#0.0
NUDT10#5.6989636#0.4999919#0.0
OR2J1#5.6989636#0.4999919#0.0
ERICH4#5.6989636#0.49999186#0.0
HIST1H2BD#5.6989636#0.49999192#0.0
PATE4#5.6989636#0.49999192#0.0
LHFPL6#5.6989636#0.49999192#0.0
IFNGR2#5.6989636#0.49999192#0.0
SREK1IP1#5.6989636#0.49999192#0.0
SPATA19#5.6989636#0.49999192#0.0
DYNLL1#5.6989636#0.49999192#0.0
GABARAP#5.6989636#0.4999919#0.0
MSGN1#5.6989636#0.49999192#0.0
PRRG4#5.6989636#0.49999192#0.0
DRD1#5.6989636#0.4999919#0.0
PCBP1#5.6989636#0.4999919#0.0
SULT1A4#5.6989636#0.49999192#0.0
SULT1A3#5.6989636#0.49999192#0.0
KCTD5#5.6989636#0.49999192#0.0
OLFM1#5.6989636#0.49999192#0.0
LLPH#5.6989636#0.49999192#0.0
HMGN1#5.6989636#0.49999192#0.0
DNAJC5#5.6989636#0.49999192#0.0
YWHAG#5.6989636#0.49999192#0.0
