#主动脉弓#主动脉弓_pos#主动脉弓_nag
OLIG1#4.018385#0.010431411#0.0
CDKN2D#4.0179176#0.010420199#0.0
BRS3#4.0179176#0.010420199#0.0
RBX1#4.0179176#0.010420202#0.0
TSPAN14#4.017917#0.010420186#0.0
PPAT#4.0179167#0.010420178#0.0
IL22#4.0179167#0.01042017#0.0
UBE2L5#4.0179167#0.010420178#0.0
PCLAF#4.0179167#0.01042017#0.0
MXI1#4.0179157#0.01042015#0.0
DCUN1D3#4.017915#0.01042013#0.0
PSCA#4.0179143#0.010420115#0.0
OR2J1#4.017914#0.01042011#0.0
PSMD14#4.017914#0.010420103#0.0
AIG1#4.0179133#0.010420091#0.0
RHOXF2#4.017913#0.010420084#0.0
ACTL6A#4.017913#0.010420079#0.0
TMX1#4.017913#0.010420079#0.0
RBM22#4.017913#0.010420079#0.0
RHOXF2B#4.017913#0.010420084#0.0
LOC100289561#4.017913#0.010420079#0.0
CDK5R2#4.017913#0.010420083#0.0
PHF6#4.017913#0.010420087#0.0
KCTD7#4.017913#0.010420087#0.0
CFAP20#4.017913#0.010420083#0.0
TSLP#4.017913#0.010420087#0.0
METTL9#4.017913#0.010420079#0.0
GTSF1#4.0179124#0.010420076#0.0
Mar_08#4.0179124#0.010420076#0.0
HES1#4.0179124#0.010420072#0.0
GREM2#4.017912#0.010420064#0.0
PDZD11#4.017912#0.010420061#0.0
SPOP#4.017912#0.010420061#0.0
FOSB#4.017912#0.010420064#0.0
GNGT1#4.017912#0.010420061#0.0
SFRP1#4.0179114#0.010420053#0.0
SLC16A2#4.0179114#0.01042005#0.0
INKA1#4.0179114#0.01042005#0.0
KRTAP19-2#4.0179114#0.01042005#0.0
PLPP2#4.0179114#0.010420053#0.0
PRRG4#4.0179114#0.010420053#0.0
ARL5A#4.0179114#0.010420053#0.0
CHIC2#4.017911#0.010420041#0.0
CLNS1A#4.017911#0.010420041#0.0
ZNF385A#4.017911#0.010420037#0.0
NOMO1#4.017911#0.010420037#0.0
RAN#4.0179105#0.010420026#0.0
ZFY#4.0179105#0.01042003#0.0
ABRACL#4.0179105#0.01042003#0.0
POMP#4.0179105#0.01042003#0.0
HIGD2A#4.0179105#0.01042003#0.0
FGF19#4.01791#0.010420011#0.0
DPM3#4.01791#0.010420011#0.0
SNRPA1#4.01791#0.010420011#0.0
PAGE1#4.01791#0.010420011#0.0
GPR101#4.01791#0.010420011#0.0
RHEB#4.01791#0.010420019#0.0
RAB2A#4.01791#0.010420019#0.0
PURB#4.01791#0.010420019#0.0
DEFB4A#4.01791#0.010420019#0.0
LYPD8#4.0179095#0.010419997#0.0
GTF2H5#4.0179095#0.010420005#0.0
EXOSC1#4.0179095#0.010420005#0.0
DRG2#4.0179095#0.010420005#0.0
PRAP1#4.0179095#0.010420001#0.0
NAA40#4.0179095#0.010420008#0.0
SREK1IP1#4.017909#0.010419994#0.0
TVP23B#4.017909#0.010419986#0.0
HIST1H2BD#4.017909#0.010419994#0.0
MYOD1#4.017908#0.010419965#0.0
SDF2#4.017908#0.010419965#0.0
EID2B#4.017908#0.010419965#0.0
TUBB4A#4.017908#0.010419965#0.0
GOLGA8A#4.017908#0.010419965#0.0
KCTD4#4.017908#0.010419971#0.0
SRSF3#4.017908#0.010419965#0.0
SCAMP5#4.017908#0.010419971#0.0
BLOC1S2#4.017908#0.010419971#0.0
NSG2#4.0179076#0.010419957#0.0
GP1BB#4.0179076#0.010419957#0.0
WNT7A#4.0179076#0.010419961#0.0
UBE2G1#4.017907#0.010419946#0.0
C9orf92#4.017907#0.010419946#0.0
HLA-F#4.017907#0.010419946#0.0
UBIAD1#4.017907#0.010419943#0.0
ST8SIA3#4.017907#0.010419946#0.0
PRKX#4.017907#0.010419943#0.0
SIX1#4.017907#0.010419946#0.0
EID1#4.017907#0.010419946#0.0
TOMM22#4.0179067#0.010419936#0.0
TRAPPC1#4.0179067#0.010419936#0.0
SPRR4#4.0179067#0.010419932#0.0
PDP2#4.0179067#0.010419936#0.0
POPDC3#4.0179067#0.010419932#0.0
TTC36#4.0179067#0.010419932#0.0
CLEC2D#4.0179067#0.010419936#0.0
PYDC2#4.017906#0.010419918#0.0
SSU72#4.017906#0.010419918#0.0
CD59#4.017906#0.0104199285#0.0
H3.Y#4.017906#0.010419918#0.0
HTN3#4.017906#0.0104199285#0.0
POLR2K#4.017906#0.0104199285#0.0
FAM199X#4.017906#0.010419926#0.0
MSL1#4.017906#0.010419918#0.0
NUDT10#4.017906#0.0104199285#0.0
ESM1#4.017906#0.010419918#0.0
KLF6#4.0179057#0.010419912#0.0
ARL1#4.0179057#0.0104199145#0.0
RPL39L#4.0179057#0.0104199145#0.0
NFYC#4.0179057#0.010419912#0.0
SMIM13#4.0179057#0.0104199145#0.0
YY2#4.0179057#0.0104199145#0.0
TIMP3#4.0179057#0.0104199145#0.0
STMN2#4.017905#0.010419894#0.0
PEX11B#4.017905#0.010419894#0.0
PLA2G5#4.017905#0.010419894#0.0
RAB6C#4.0179048#0.0104198875#0.0
FAM19A1#4.0179048#0.01041989#0.0
MINOS1#4.0179048#0.0104198875#0.0
DPPA2#4.0179048#0.01041989#0.0
CT83#4.0179043#0.010419876#0.0
SEC61G#4.0179043#0.010419876#0.0
FAM19A2#4.0179043#0.010419876#0.0
CSRP2#4.0179043#0.010419876#0.0
TMCO2#4.017904#0.01041987#0.0
IGFL4#4.017904#0.01041987#0.0
CLDN19#4.017904#0.01041987#0.0
FBXO32#4.017904#0.01041987#0.0
HEXIM1#4.0179033#0.010419849#0.0
CARNMT1#4.0179033#0.010419849#0.0
GNRH1#4.0179033#0.010419849#0.0
OR2A7#4.0179033#0.010419849#0.0
KCNJ6#4.0179033#0.010419849#0.0
OSER1#4.017903#0.0104198465#0.0
TRIM44#4.017903#0.010419843#0.0
CYSTM1#4.0179024#0.010419836#0.0
CLDN34#4.0179024#0.01041983#0.0
RETN#4.0179024#0.010419833#0.0
DRG1#4.0179024#0.010419836#0.0
LOC105377372#4.0179024#0.010419836#0.0
RAB5B#4.017902#0.0104198195#0.0
ANAPC16#4.017902#0.0104198195#0.0
NR2E1#4.0179014#0.010419806#0.0
CHMP1B#4.0179014#0.010419806#0.0
C5orf30#4.017901#0.010419793#0.0
PROK2#4.017901#0.010419793#0.0
KLRC1#4.017901#0.010419793#0.0
YPEL1#4.017901#0.010419796#0.0
RNF41#4.017901#0.010419793#0.0
HIGD1B#4.0179005#0.01041978#0.0
ZFP92#4.0179005#0.01041978#0.0
CALM2#4.0179005#0.01041978#0.0
MAGEB5#4.0179005#0.010419787#0.0
SIVA1#4.0179#0.010419774#0.0
SMIM19#4.017898#0.010419733#0.0
HIST1H2BN#4.017898#0.010419733#0.0
RPL32#4.0178967#0.010419689#0.0
RAC1#4.0178967#0.010419689#0.0
PPP3R1#4.0178947#0.010419644#0.0
MVB12B#4.0178947#0.010419644#0.0
GPHA2#4.0178914#0.010419572#0.0
PSMA4#4.0178914#0.010419572#0.0
LSM7#4.017886#0.010419441#0.0
TBCB#4.017886#0.010419441#0.0
KRTAP9-3#4.0178475#0.010418517#0.0
OR2A1#4.0178475#0.010418517#0.0
OR2A42#4.0178475#0.010418517#0.0
CHMP3#4.017842#0.010418373#0.0
LOC105376736#4.017839#0.0104183145#0.0
MYCNOS#4.0178375#0.010418279#0.0
DDT#4.0178375#0.01041827#0.0
LOC391322#4.0178375#0.01041827#0.0
LOC100131047#4.017837#0.010418268#0.0
LYNX1#4.017837#0.010418263#0.0
SLFNL1-AS1#4.0178366#0.010418252#0.0
CFC1#4.017836#0.010418243#0.0
CFC1B#4.017836#0.010418243#0.0
TMPO-AS1#4.0178347#0.010418203#0.0
ADIPOQ-AS1#4.0178347#0.010418206#0.0
LOC105371824#4.0178347#0.010418201#0.0
MAGEA5#4.0178337#0.010418185#0.0
MAGEA10-MAGEA5#4.0178337#0.010418185#0.0
MIR3936HG#4.017833#0.010418169#0.0
PHOSPHO2-KLHL23#4.0178323#0.010418152#0.0
TTN-AS1#4.0178323#0.010418146#0.0
KLHL23#4.0178323#0.010418152#0.0
NDUFC2-KCTD14#4.0178313#0.0104181245#0.0
FXYD2#4.0178313#0.010418126#0.0
PPIAL4F#4.0178084#0.010417572#0.0
PPIAL4E#4.0178084#0.010417572#0.0
PPIAL4D#4.0178084#0.010417572#0.0
GAGE12G#4.017775#0.010416775#0.0
GAGE12D#4.017775#0.010416775#0.0
GAGE12F#4.017775#0.010416775#0.0
GAGE12I#4.017775#0.010416775#0.0
GAGE4#4.017775#0.010416775#0.0
GAGE5#4.017775#0.010416775#0.0
GAGE7#4.017775#0.010416775#0.0
GAGE12C#4.017775#0.010416775#0.0
GAGE12E#4.017775#0.010416775#0.0
GAGE6#4.017775#0.010416775#0.0
GAGE12B#4.017775#0.010416775#0.0
