#房室瓣#房室瓣_pos#房室瓣_nag
PPTC7#5.6989803#0.50001085#0.0
BLOC1S6#5.6989655#0.4999937#0.0
HLA-F#5.6989655#0.49999368#0.0
CXCR5#5.6989655#0.4999937#0.0
GABARAP#5.6989655#0.49999377#0.0
BRS3#5.6989655#0.49999368#0.0
KLF6#5.6989655#0.4999938#0.0
NFYC#5.6989655#0.4999938#0.0
ADAT2#5.6989655#0.49999383#0.0
GOLGA8R#5.6989655#0.49999374#0.0
ZCCHC10#5.6989655#0.49999377#0.0
PDZD11#5.6989655#0.4999937#0.0
ACOT6#5.6989655#0.49999365#0.0
SPOP#5.6989655#0.4999937#0.0
COPS2#5.6989655#0.49999365#0.0
OTUD5#5.6989655#0.4999937#0.0
TRPM1#5.6989655#0.4999937#0.0
PDXDC1#5.6989655#0.49999383#0.0
DEFB134#5.6989655#0.49999377#0.0
GNGT1#5.6989655#0.4999937#0.0
MAGEH1#5.6989655#0.49999383#0.0
FXYD2#5.6989655#0.49999374#0.0
SLC25A51#5.6989655#0.4999937#0.0
JAM2#5.6989655#0.49999374#0.0
C1orf21#5.6989655#0.49999374#0.0
USP46#5.6989655#0.4999937#0.0
PCBP1#5.6989655#0.49999377#0.0
CDK2AP2#5.6989655#0.49999383#0.0
PRR7#5.6989655#0.49999374#0.0
YPEL1#5.6989655#0.49999374#0.0
RBPMS2#5.6989655#0.49999374#0.0
CHMP3#5.6989655#0.49999377#0.0
DNAJC5#5.6989655#0.49999365#0.0
HMGN1#5.6989655#0.49999365#0.0
OR2A7#5.6989655#0.49999365#0.0
RNF227#5.6989655#0.4999937#0.0
BEX5#5.6989655#0.4999937#0.0
TRIM31#5.6989655#0.49999377#0.0
C12orf76#5.6989655#0.49999377#0.0
C5orf24#5.6989655#0.49999377#0.0
COPS5#5.6989655#0.49999374#0.0
NDUFB3#5.6989655#0.49999374#0.0
C8orf44#5.6989655#0.49999377#0.0
CDK1#5.6989655#0.49999374#0.0
RAMMET#5.6989655#0.49999374#0.0
BCL2A1#5.6989655#0.49999374#0.0
SOD1#5.6989655#0.49999377#0.0
EMC4#5.6989655#0.49999374#0.0
OR5V1#5.6989655#0.49999377#0.0
PIK3CA#5.6989655#0.49999374#0.0
LHFPL1#5.6989655#0.49999374#0.0
LAMTOR3#5.6989655#0.49999383#0.0
YAF2#5.6989655#0.49999383#0.0
RAB1B#5.6989655#0.4999937#0.0
CHRNA7#5.6989655#0.49999374#0.0
SDF2#5.6989655#0.4999937#0.0
TONSL-AS1#5.6989655#0.4999937#0.0
GRXCR1#5.6989655#0.4999937#0.0
IL15#5.6989655#0.4999937#0.0
RABAC1#5.6989655#0.49999383#0.0
HIST1H2BD#5.6989655#0.49999377#0.0
SREK1IP1#5.6989655#0.49999377#0.0
C5orf66#5.6989655#0.4999937#0.0
FAM50A#5.6989655#0.49999392#0.0
C5orf58#5.6989655#0.49999377#0.0
ACBD7#5.6989655#0.49999377#0.0
HIST1H4K#5.6989655#0.4999937#0.0
OTX2#5.6989655#0.49999392#0.0
KRTAP13-3#5.6989655#0.49999383#0.0
ACTR3B#5.6989655#0.4999937#0.0
ACACA#5.6989655#0.49999374#0.0
C1orf43#5.6989655#0.49999377#0.0
ACOT1#5.6989655#0.49999383#0.0
IKBKG#5.6989655#0.4999938#0.0
TEX13C#5.6989655#0.49999368#0.0
ARHGEF9#5.6989655#0.49999368#0.0
PTMS#5.6989655#0.49999368#0.0
FAM72A#5.6989655#0.4999937#0.0
FBXW11#5.6989655#0.4999937#0.0
PCYT1B#5.6989655#0.49999386#0.0
KMT5A#5.6989655#0.49999377#0.0
LOC100289561#5.6989655#0.4999937#0.0
METTL2A#5.6989655#0.49999377#0.0
SMIM19#5.6989655#0.4999937#0.0
TFF1#5.6989655#0.49999377#0.0
HIST1H2BN#5.6989655#0.4999937#0.0
SPIN1#5.6989655#0.49999377#0.0
IZUMO1#5.6989655#0.49999377#0.0
SPATA9#5.6989655#0.49999368#0.0
RTL8B#5.6989655#0.49999377#0.0
TEX12#5.6989655#0.4999939#0.0
PLEKHB2#5.6989655#0.4999938#0.0
HIST3H2A#5.6989655#0.4999938#0.0
HSPB11#5.6989655#0.4999938#0.0
HIST1H3F#5.6989655#0.4999938#0.0
COA3#5.6989655#0.49999383#0.0
HIST1H4E#5.6989655#0.4999937#0.0
ATF1#5.6989655#0.4999937#0.0
GSTT2#5.6989655#0.4999938#0.0
TIMM9#5.6989655#0.4999938#0.0
PYDC2#5.6989655#0.49999365#0.0
RPS4X#5.6989655#0.4999937#0.0
MAFB#5.6989655#0.49999383#0.0
CTNNBIP1#5.6989655#0.49999365#0.0
APOC3#5.6989655#0.4999938#0.0
C17orf112#5.6989655#0.4999937#0.0
WFDC13#5.6989655#0.4999937#0.0
SPANXN3#5.6989655#0.4999937#0.0
H3.Y#5.6989655#0.49999365#0.0
ABHD17C#5.6989655#0.49999365#0.0
ESM1#5.6989655#0.49999365#0.0
FOXD4L3#5.6989655#0.4999938#0.0
OR2A42#5.6989655#0.4999938#0.0
MSL1#5.6989655#0.49999365#0.0
CSF3#5.6989655#0.49999377#0.0
ZDHHC9#5.6989655#0.49999377#0.0
OR2A1#5.6989655#0.4999938#0.0
TRAPPC3#5.6989655#0.49999365#0.0
RPA3#5.6989655#0.49999368#0.0
HDAC2#5.6989655#0.49999368#0.0
PPP2R2A#5.6989655#0.49999383#0.0
PLAC8#5.6989655#0.49999374#0.0
MED18#5.6989655#0.49999377#0.0
NCALD#5.6989655#0.49999377#0.0
RGPD6#5.6989655#0.49999374#0.0
KRTAP9-3#5.6989655#0.4999938#0.0
SSU72#5.6989655#0.49999365#0.0
GSTT2B#5.6989655#0.4999938#0.0
FBXL14#5.6989655#0.49999374#0.0
ZFP92#5.6989655#0.4999937#0.0
CALM2#5.6989655#0.4999937#0.0
BTF3L4#5.6989655#0.49999377#0.0
