#主动脉弓#主动脉弓_pos#主动脉弓_nag
WDR26#5.698978#0.5000083#0.0
BTBD19#5.6989703#0.49999937#0.0
SUMO1#5.6989703#0.49999943#0.0
COLCA2#5.6989703#0.49999937#0.0
LSM1#5.6989703#0.4999994#0.0
HBE1#5.6989703#0.4999994#0.0
DGKE#5.6989703#0.49999943#0.0
NPBWR1#5.6989703#0.4999994#0.0
TCTEX1D2#5.6989703#0.49999946#0.0
CGB2#5.6989703#0.4999994#0.0
HTR2C#5.6989703#0.49999937#0.0
INHBC#5.6989703#0.49999955#0.0
CD47#5.6989703#0.49999934#0.0
FAM192A#5.6989703#0.4999994#0.0
SCGB1A1#5.6989703#0.49999937#0.0
CISD1#5.6989703#0.49999937#0.0
ADM#5.6989703#0.49999937#0.0
NPIPB9#5.6989703#0.4999994#0.0
STARD3NL#5.6989703#0.49999946#0.0
CRHBP#5.6989703#0.4999994#0.0
CS#5.6989703#0.49999946#0.0
SLC50A1#5.6989703#0.4999994#0.0
SLC25A4#5.6989703#0.49999937#0.0
RHOXF2B#5.6989703#0.4999994#0.0
MAL2#5.6989703#0.4999994#0.0
RHOXF2#5.6989703#0.4999994#0.0
PPP2R5E#5.6989703#0.49999952#0.0
SLC25A16#5.6989703#0.49999952#0.0
TMEM167B#5.6989703#0.4999995#0.0
REEP5#5.6989703#0.49999955#0.0
PLA2G5#5.698965#0.49999315#0.0
ANAPC16#5.698965#0.49999318#0.0
KLF6#5.698965#0.49999326#0.0
PEX11B#5.698965#0.49999315#0.0
SHISA8#5.698965#0.4999932#0.0
NFYC#5.698965#0.49999326#0.0
TIMP3#5.698965#0.49999318#0.0
ADAT2#5.698965#0.49999318#0.0
RAB5B#5.698965#0.49999318#0.0
LOC105371824#5.698965#0.49999318#0.0
RNF7#5.698965#0.49999323#0.0
LYPD8#5.698965#0.49999315#0.0
TSHB#5.698965#0.4999932#0.0
HIST1H2BK#5.698965#0.49999318#0.0
RAN#5.698965#0.49999315#0.0
TSPAN6#5.698965#0.4999932#0.0
OTUD5#5.698965#0.49999312#0.0
STMN2#5.698965#0.49999315#0.0
RAB6C#5.698965#0.4999931#0.0
CT83#5.698965#0.49999318#0.0
ST8SIA3#5.698965#0.49999318#0.0
PURB#5.698965#0.49999312#0.0
PAGE1#5.698965#0.4999932#0.0
OTX2#5.698965#0.49999323#0.0
MINOS1#5.698965#0.4999931#0.0
GPR101#5.698965#0.4999932#0.0
SNRPA1#5.698965#0.4999932#0.0
SIX1#5.698965#0.49999312#0.0
TSPAN14#5.698965#0.4999932#0.0
FGF19#5.698965#0.4999932#0.0
FAM50A#5.698965#0.49999323#0.0
C9orf92#5.698965#0.49999312#0.0
EID1#5.698965#0.49999312#0.0
CFAP20#5.698965#0.4999931#0.0
DPM3#5.698965#0.4999932#0.0
OR2A7#5.698965#0.49999312#0.0
UBE2G1#5.698965#0.49999312#0.0
LOC391322#5.698965#0.49999315#0.0
DDT#5.698965#0.49999315#0.0
ARL5A#5.698965#0.49999318#0.0
SEC61G#5.698965#0.49999318#0.0
FAM19A2#5.698965#0.49999318#0.0
SFRP1#5.698965#0.49999315#0.0
PRPSAP2#5.698965#0.4999931#0.0
MYOD1#5.698965#0.49999315#0.0
CSRP2#5.698965#0.49999318#0.0
TRPM1#5.698965#0.49999312#0.0
METTL9#5.698965#0.49999318#0.0
KCNJ6#5.698965#0.49999312#0.0
HEXIM1#5.698965#0.49999312#0.0
DEFB134#5.698965#0.49999323#0.0
GP1BB#5.698965#0.4999931#0.0
GPHA2#5.698965#0.49999318#0.0
PSMA4#5.698965#0.49999318#0.0
NSG2#5.698965#0.4999931#0.0
ADIPOQ-AS1#5.698965#0.4999931#0.0
MAGEB5#5.698965#0.4999932#0.0
DESI2#5.698965#0.49999323#0.0
GREM2#5.698965#0.49999315#0.0
PRAP1#5.698965#0.49999315#0.0
PHF6#5.698965#0.4999932#0.0
KCTD7#5.698965#0.4999932#0.0
TSLP#5.698965#0.4999932#0.0
NOMO1#5.698965#0.4999932#0.0
LOC105376736#5.698965#0.49999323#0.0
OSER1#5.698965#0.4999932#0.0
FOSB#5.698965#0.49999315#0.0
DRG2#5.698965#0.4999933#0.0
EXOSC1#5.698965#0.4999933#0.0
ZCCHC10#5.698965#0.49999323#0.0
TRAPPC1#5.698965#0.49999312#0.0
LLPH#5.698965#0.49999318#0.0
WNT7A#5.698965#0.4999932#0.0
G6PC3#5.698965#0.49999318#0.0
SPATA9#5.698965#0.49999318#0.0
PRKX#5.698965#0.49999318#0.0
UBIAD1#5.698965#0.49999318#0.0
TOMM22#5.698965#0.49999312#0.0
PDP2#5.698965#0.49999312#0.0
GTF2H5#5.698965#0.4999933#0.0
CLEC2D#5.698965#0.49999312#0.0
TBPL1#5.698965#0.4999933#0.0
POLR2K#5.698965#0.49999306#0.0
YPEL1#5.698965#0.49999312#0.0
FXYD2#5.698965#0.49999312#0.0
PLPP2#5.698965#0.49999315#0.0
CHMP3#5.698965#0.49999323#0.0
HLA-F#5.698965#0.49999312#0.0
ZNF385A#5.698965#0.4999932#0.0
SLC16A2#5.698965#0.49999318#0.0
ZNF449#5.698965#0.4999931#0.0
DCUN1D3#5.698965#0.4999932#0.0
PFDN4#5.698965#0.49999312#0.0
GTSF1#5.698965#0.4999931#0.0
Mar_08#5.698965#0.4999931#0.0
LYNX1#5.698965#0.49999312#0.0
HES1#5.698965#0.49999312#0.0
TAS2R30#5.698965#0.4999931#0.0
DRG1#5.698965#0.49999315#0.0
CLNS1A#5.698965#0.49999318#0.0
CYSTM1#5.698965#0.49999315#0.0
LOC105377372#5.698965#0.49999315#0.0
TTN-AS1#5.698965#0.49999315#0.0
OR2J1#5.698965#0.49999315#0.0
STRAP#5.698965#0.4999932#0.0
CRABP1#5.698965#0.4999932#0.0
KCNA2#5.698965#0.4999932#0.0
SRGAP2C#5.698965#0.49999326#0.0
CHIC2#5.698965#0.49999318#0.0
CDKN2D#5.698965#0.49999318#0.0
FAM199X#5.698965#0.49999312#0.0
IGFL4#5.698965#0.49999315#0.0
RETN#5.698965#0.49999312#0.0
FBXO32#5.698965#0.49999315#0.0
CLDN19#5.698965#0.49999315#0.0
TMCO2#5.698965#0.49999315#0.0
RBX1#5.698965#0.49999318#0.0
BRS3#5.698965#0.49999318#0.0
TVP23B#5.698965#0.4999931#0.0
KRTAP9-3#5.698965#0.49999312#0.0
SRGAP2B#5.698965#0.49999312#0.0
SIVA1#5.698965#0.4999931#0.0
OR2A1#5.698965#0.49999312#0.0
OR2A42#5.698965#0.49999312#0.0
FOXD4L3#5.698965#0.49999312#0.0
APOC3#5.698965#0.49999312#0.0
TIMM9#5.698965#0.49999312#0.0
CDK5R2#5.698965#0.49999315#0.0
TMPO-AS1#5.698965#0.49999318#0.0
GAGE12G#5.698965#0.49999312#0.0
TTC36#5.698965#0.49999315#0.0
PRRG4#5.698965#0.49999318#0.0
PPP3R1#5.698965#0.49999323#0.0
MVB12B#5.698965#0.49999323#0.0
FAM19A1#5.698965#0.4999931#0.0
DPPA2#5.698965#0.4999931#0.0
SREK1IP1#5.698965#0.49999315#0.0
POPDC3#5.698965#0.49999315#0.0
IL22#5.698965#0.4999932#0.0
SPRR4#5.698965#0.49999315#0.0
NKRF#5.698965#0.4999932#0.0
HIST1H2BD#5.698965#0.49999315#0.0
ZFY#5.698965#0.49999315#0.0
ABRACL#5.698965#0.49999315#0.0
SDF2#5.698965#0.49999312#0.0
GAGE7#5.698965#0.49999312#0.0
GAGE6#5.698965#0.49999312#0.0
GAGE5#5.698965#0.49999312#0.0
GAGE4#5.698965#0.49999312#0.0
GAGE12I#5.698965#0.49999312#0.0
GAGE12F#5.698965#0.49999312#0.0
GAGE12E#5.698965#0.49999312#0.0
GAGE12D#5.698965#0.49999312#0.0
GAGE12C#5.698965#0.49999312#0.0
GAGE12B#5.698965#0.49999312#0.0
SCAMP5#5.698965#0.49999312#0.0
KCTD4#5.698965#0.49999312#0.0
KRTAP13-3#5.698965#0.4999933#0.0
ZFP92#5.698965#0.49999318#0.0
CALM2#5.698965#0.49999318#0.0
MIR3936HG#5.698965#0.4999931#0.0
SKP1#5.698965#0.49999312#0.0
HIGD2A#5.698965#0.49999315#0.0
PROK2#5.698965#0.4999931#0.0
C5orf30#5.698965#0.4999931#0.0
SPOP#5.698965#0.49999315#0.0
RPL39L#5.698965#0.49999318#0.0
LSM7#5.698965#0.4999931#0.0
SMIM13#5.698965#0.49999318#0.0
WDR83OS#5.698965#0.49999323#0.0
VPS29#5.698965#0.49999323#0.0
YY2#5.698965#0.49999318#0.0
MAGEA10-MAGEA5#5.698965#0.49999318#0.0
MAGEA5#5.698965#0.49999318#0.0
PITHD1#5.698965#0.49999323#0.0
SLFNL1-AS1#5.698965#0.49999315#0.0
MRPS21#5.698965#0.49999323#0.0
INKA1#5.698965#0.49999315#0.0
LOC100289561#5.698965#0.4999932#0.0
PDZD11#5.698965#0.49999315#0.0
KRTAP19-2#5.698965#0.49999315#0.0
TMX1#5.698965#0.49999318#0.0
ACTL6A#5.698965#0.49999318#0.0
F2R#5.698965#0.49999323#0.0
MSL1#5.698965#0.49999306#0.0
ESM1#5.698965#0.49999306#0.0
H3.Y#5.698965#0.49999306#0.0
SYPL1#5.698965#0.4999932#0.0
PYDC2#5.698965#0.49999306#0.0
SSU72#5.698965#0.49999306#0.0
INSYN1#5.698965#0.49999323#0.0
RBM22#5.698965#0.49999318#0.0
KLRC1#5.698965#0.4999931#0.0
LOC100131047#5.698965#0.49999318#0.0
NDUFC2-KCTD14#5.698965#0.4999931#0.0
DEFB4A#5.698965#0.4999932#0.0
RNF41#5.698965#0.49999306#0.0
TBCB#5.698965#0.4999931#0.0
RPL32#5.698965#0.49999315#0.0
SRSF3#5.698965#0.49999312#0.0
GOLGA8A#5.698965#0.49999312#0.0
RHEB#5.698965#0.4999932#0.0
RAB2A#5.698965#0.4999932#0.0
PPAT#5.698965#0.49999318#0.0
UBE2L5#5.698965#0.49999318#0.0
PPIAL4F#5.698965#0.49999315#0.0
PPIAL4E#5.698965#0.49999315#0.0
CHMP1B#5.698965#0.49999315#0.0
NR2E1#5.698965#0.49999315#0.0
TUBB4A#5.698965#0.49999312#0.0
KLHL23#5.698965#0.49999312#0.0
PHOSPHO2-KLHL23#5.698965#0.49999312#0.0
EID2B#5.698965#0.49999312#0.0
GNRH1#5.698965#0.49999312#0.0
CARNMT1#5.698965#0.49999312#0.0
NAA40#5.698965#0.4999932#0.0
CFC1#5.698965#0.49999315#0.0
CFC1B#5.698965#0.49999315#0.0
NUDT10#5.698965#0.49999315#0.0
POMP#5.698965#0.49999315#0.0
MXI1#5.698965#0.4999932#0.0
DPRX#5.698965#0.49999315#0.0
AIG1#5.698965#0.49999315#0.0
PSCA#5.698965#0.49999318#0.0
TRIM44#5.698965#0.4999932#0.0
HIGD1B#5.698965#0.49999315#0.0
PPIAL4D#5.698965#0.49999315#0.0
RAC1#5.698965#0.49999315#0.0
BLOC1S2#5.698965#0.49999315#0.0
CD59#5.698965#0.49999312#0.0
GNGT1#5.698965#0.49999315#0.0
SCN4B#5.698965#0.49999315#0.0
PCLAF#5.698965#0.4999932#0.0
SMIM19#5.698965#0.4999931#0.0
MYCNOS#5.698965#0.49999312#0.0
ARL1#5.698965#0.49999315#0.0
HTN3#5.698965#0.49999312#0.0
PSMD14#5.698965#0.49999312#0.0
HIST1H2BN#5.698965#0.4999931#0.0
CLDN34#5.698965#0.4999931#0.0
